Product_ID,prefix,uid
IMM-1228-B35-384,,
IMM-1229-B92-384,,
ANT-1230-B80-789,,
DIG-1231-B36-185,,
TOP-1232-B55-854,,
DIG-1233-B66-185,,
ANT-1234-B86-295,,
IMM-1235-B72-384,,
ANT-1236-B86-789,,
VIT-1237-B42-285,,
ANT-1238-B29-789,,
VIT-1239-B16-285,,
ANT-1240-B28-295,,
ANT-1241-B29-295,,
DEW-1242-B87-795,,
ANT-1243-B89-295,,
TOP-1244-B42-854,,
SUP-1245-B74-434,,
VIT-1246-B19-285,,
SUP-1247-B68-434,,
VIT-1248-B50-285,,
IMM-1249-B43-384,,
ANT-1250-B12-789,,
ANT-1251-B98-789,,
SUP-1252-B95-434,,
DEW-1253-B76-795,,
DEW-1254-B90-795,,
DIG-1255-B26-185,,
DIG-1256-B30-185,,
DEW-1257-B12-795,,
VIT-1258-B45-285,,
SUP-1259-B48-434,,
ANT-1260-B91-789,,
DEW-1261-B94-795,,
VIT-1262-B79-285,,
SUP-1263-B91-434,,
DIG-1264-B42-185,,
ANT-1265-B53-295,,
ANT-1266-B28-295,,
DEW-1267-B87-795,,
ANT-1268-B94-295,,
DEW-1269-B51-795,,
ANT-1270-B44-789,,
DEW-1271-B67-795,,
DEW-1272-B94-795,,
VIT-1273-B50-285,,
DIG-1274-B49-185,,
DIG-1275-B49-185,,
DEW-1276-B71-795,,
ANT-1277-B81-789,,
IMM-1278-B39-384,,
SUP-1279-B98-434,,
DEW-1280-B57-795,,
TOP-1281-B92-854,,
IMM-1282-B39-384,,
IMM-1283-B42-384,,
IMM-1284-B11-384,,
DEW-1285-B82-795,,
TOP-1286-B58-854,,
IMM-1287-B35-384,,
VIT-1288-B67-285,,
TOP-1289-B88-854,,
ANT-1290-B26-295,,
TOP-1291-B28-854,,
DIG-1292-B40-185,,
DEW-1293-B85-795,,
ANT-1294-B29-295,,
IMM-1295-B22-384,,
IMM-1296-B29-384,,
ANT-1297-B42-295,,
DEW-1298-B92-795,,
DEW-1299-B84-795,,
DIG-1300-B91-185,,
ANT-1301-B68-789,,
IMM-1302-B11-384,,
TOP-1303-B58-854,,
VIT-1304-B34-285,,
SUP-1305-B93-434,,
IMM-1306-B47-384,,
ANT-1307-B35-295,,
IMM-1308-B63-384,,
ANT-1309-B56-789,,
ANT-1310-B48-789,,
DEW-1311-B10-795,,
SUP-1312-B79-434,,
ANT-1313-B57-295,,
VIT-1314-B37-285,,
TOP-1315-B97-854,,
IMM-1316-B71-384,,
ANT-1317-B19-295,,
TOP-1318-B96-854,,
SUP-1319-B62-434,,
SUP-1320-B72-434,,
IMM-1321-B92-384,,
ANT-1322-B17-789,,
DEW-1323-B22-795,,
SUP-1324-B43-434,,
DIG-1325-B83-185,,
SUP-1326-B31-434,,
IMM-1327-B80-384,,
DEW-1328-B74-795,,
DIG-1329-B92-185,,
IMM-1330-B61-384,,
ANT-1331-B60-295,,
TOP-1332-B67-854,,
DIG-1333-B88-185,,
DEW-1334-B28-795,,
SUP-1335-B72-434,,
VIT-1336-B38-285,,
DIG-1337-B26-185,,
VIT-1338-B58-285,,
TOP-1339-B84-854,,
TOP-1340-B66-854,,
DIG-1341-B85-185,,
TOP-1342-B34-854,,
SUP-1343-B85-434,,
SUP-1344-B72-434,,
IMM-1345-B36-384,,
TOP-1346-B40-854,,
IMM-1347-B87-384,,
DEW-1348-B53-795,,
ANT-1349-B21-295,,
DEW-1350-B90-795,,
IMM-1351-B38-384,,
VIT-1352-B85-285,,
ANT-1353-B91-789,,
DIG-1354-B76-185,,
IMM-1355-B65-384,,
ANT-1356-B73-295,,
ANT-1357-B13-789,,
ANT-1358-B79-789,,
IMM-1359-B73-384,,
SUP-1360-B27-434,,
SUP-1361-B61-434,,
SUP-1362-B47-434,,
ANT-1363-B92-789,,
DEW-1364-B60-795,,
DEW-1365-B21-795,,
IMM-1366-B18-384,,
DIG-1367-B43-185,,
DIG-1368-B26-185,,
VIT-1369-B57-285,,
DEW-1370-B68-795,,
ANT-1371-B61-295,,
DEW-1372-B14-795,,
TOP-1373-B81-854,,
IMM-1374-B78-384,,
TOP-1375-B78-854,,
SUP-1376-B93-434,,
DIG-1377-B72-185,,
TOP-1378-B27-854,,
IMM-1379-B40-384,,
TOP-1380-B42-854,,
SUP-1381-B81-434,,
DEW-1382-B93-795,,
TOP-1383-B18-854,,
VIT-1384-B19-285,,
ANT-1385-B98-789,,
DIG-1386-B91-185,,
DIG-1387-B76-185,,
IMM-1388-B60-384,,
SUP-1389-B99-434,,
ANT-1390-B94-295,,
IMM-1391-B73-384,,
TOP-1392-B72-854,,
TOP-1393-B97-854,,
DEW-1394-B48-795,,
DEW-1395-B71-795,,
SUP-1396-B62-434,,
ANT-1397-B61-295,,
VIT-1398-B27-285,,
VIT-1399-B74-285,,
TOP-1400-B90-854,,
TOP-1401-B35-854,,
DEW-1402-B92-795,,
ANT-1403-B67-295,,
ANT-1404-B42-295,,
ANT-1405-B13-295,,
DIG-1406-B69-185,,
TOP-1407-B74-854,,
SUP-1408-B90-434,,
IMM-1409-B54-384,,
VIT-1410-B89-285,,
SUP-1411-B69-434,,
TOP-1412-B20-854,,
ANT-1413-B36-295,,
ANT-1414-B82-295,,
ANT-1415-B11-789,,
ANT-1416-B28-789,,
DEW-1417-B30-795,,
DEW-1418-B22-795,,
SUP-1419-B19-434,,
IMM-1420-B98-384,,
ANT-1421-B66-295,,
ANT-1422-B23-789,,
ANT-1423-B35-295,,
ANT-1424-B59-789,,
ANT-1425-B63-295,,
ANT-1426-B63-295,,
TOP-1427-B21-854,,
IMM-1428-B75-384,,
DIG-1429-B81-185,,
TOP-1430-B92-854,,
VIT-1431-B43-285,,
TOP-1432-B12-854,,
ANT-1433-B10-295,,
DIG-1434-B22-185,,
ANT-1435-B78-789,,
TOP-1436-B58-854,,
VIT-1437-B34-285,,
SUP-1438-B14-434,,
IMM-1439-B43-384,,
DEW-1440-B65-795,,
VIT-1441-B90-285,,
TOP-1442-B63-854,,
IMM-1443-B26-384,,
ANT-1444-B37-789,,
IMM-1445-B19-384,,
DEW-1446-B46-795,,
SUP-1447-B62-434,,
SUP-1448-B46-434,,
DEW-1449-B81-795,,
DIG-1450-B14-185,,
ANT-1451-B93-789,,
DEW-1452-B53-795,,
IMM-1453-B76-384,,
SUP-1454-B24-434,,
DIG-1455-B82-185,,
DIG-1456-B11-185,,
VIT-1457-B45-285,,
ANT-1458-B84-789,,
DIG-1459-B17-185,,
ANT-1460-B99-295,,
ANT-1461-B65-295,,
DEW-1462-B41-795,,
DIG-1463-B92-185,,
DEW-1464-B26-795,,
SUP-1465-B37-434,,
IMM-1466-B25-384,,
TOP-1467-B74-854,,
IMM-1468-B43-384,,
IMM-1469-B10-384,,
TOP-1470-B69-854,,
IMM-1471-B58-384,,
TOP-1472-B32-854,,
VIT-1473-B52-285,,
ANT-1474-B79-789,,
ANT-1475-B60-789,,
DEW-1476-B59-795,,
DIG-1477-B48-185,,
ANT-1478-B54-295,,
ANT-1479-B72-295,,
ANT-1480-B40-789,,
TOP-1481-B10-854,,
ANT-1482-B32-789,,
VIT-1483-B76-285,,
SUP-1484-B43-434,,
DIG-1485-B36-185,,
DIG-1486-B19-185,,
TOP-1487-B23-854,,
DIG-1488-B58-185,,
DEW-1489-B91-795,,
DIG-1490-B56-185,,
SUP-1491-B26-434,,
SUP-1492-B57-434,,
TOP-1493-B13-854,,
DEW-1494-B45-795,,
ANT-1495-B72-789,,
VIT-1496-B61-285,,
DIG-1497-B83-185,,
DIG-1498-B12-185,,
ANT-1499-B49-295,,
ANT-1500-B50-295,,
VIT-1501-B28-285,,
TOP-1502-B11-854,,
IMM-1503-B12-384,,
VIT-1504-B25-285,,
IMM-1505-B43-384,,
IMM-1506-B42-384,,
SUP-1507-B18-434,,
ANT-1508-B87-295,,
ANT-1509-B94-789,,
ANT-1510-B41-789,,
DIG-1511-B57-185,,
DIG-1512-B10-185,,
ANT-1513-B20-295,,
VIT-1514-B66-285,,
TOP-1515-B37-854,,
ANT-1516-B94-789,,
SUP-1517-B60-434,,
SUP-1518-B21-434,,
DEW-1519-B70-795,,
VIT-1520-B32-285,,
DEW-1521-B51-795,,
SUP-1522-B67-434,,
TOP-1523-B34-854,,
SUP-1524-B53-434,,
DIG-1525-B15-185,,
TOP-1526-B49-854,,
ANT-1527-B47-295,,
VIT-1528-B82-285,,
DEW-1529-B19-795,,
VIT-1530-B79-285,,
ANT-1531-B17-295,,
TOP-1532-B59-854,,
ANT-1533-B67-295,,
TOP-1534-B54-854,,
VIT-1535-B66-285,,
IMM-1536-B47-384,,
IMM-1537-B59-384,,
DEW-1538-B13-795,,
ANT-1539-B57-295,,
TOP-1540-B95-854,,
DEW-1541-B73-795,,
SUP-1542-B24-434,,
ANT-1543-B73-295,,
DEW-1544-B86-795,,
SUP-1545-B14-434,,
DEW-1546-B59-795,,
IMM-1547-B24-384,,
ANT-1548-B32-789,,
DEW-1549-B63-795,,
IMM-1550-B14-384,,
DEW-1551-B42-795,,
IMM-1552-B65-384,,
DEW-1553-B86-795,,
ANT-1554-B87-295,,
VIT-1555-B39-285,,
SUP-1556-B93-434,,
VIT-1557-B71-285,,
ANT-1558-B74-295,,
IMM-1559-B74-384,,
DIG-1560-B17-185,,
TOP-1561-B64-854,,
ANT-1562-B80-789,,
VIT-1563-B88-285,,
DEW-1564-B18-795,,
DIG-1565-B24-185,,
SUP-1566-B82-434,,
ANT-1567-B33-295,,
ANT-1568-B38-295,,
VIT-1569-B14-285,,
SUP-1570-B92-434,,
TOP-1571-B67-854,,
DEW-1572-B61-795,,
VIT-1573-B31-285,,
DIG-1574-B24-185,,
VIT-1575-B34-285,,
IMM-1576-B29-384,,
DIG-1577-B52-185,,
VIT-1578-B59-285,,
DEW-1579-B45-795,,
ANT-1580-B73-789,,
IMM-1581-B47-384,,
DEW-1582-B97-795,,
SUP-1583-B64-434,,
SUP-1584-B30-434,,
DIG-1585-B86-185,,
TOP-1586-B45-854,,
ANT-1587-B85-295,,
SUP-1588-B24-434,,
DEW-1589-B97-795,,
TOP-1590-B23-854,,
IMM-1591-B52-384,,
TOP-1592-B92-854,,
ANT-1593-B22-789,,
IMM-1594-B69-384,,
TOP-1595-B38-854,,
DIG-1596-B56-185,,
TOP-1597-B30-854,,
TOP-1598-B10-854,,
IMM-1599-B44-384,,
VIT-1600-B40-285,,
ANT-1601-B38-789,,
ANT-1602-B54-789,,
ANT-1603-B17-789,,
IMM-1604-B57-384,,
ANT-1605-B74-789,,
SUP-1606-B14-434,,
ANT-1607-B76-295,,
VIT-1608-B53-285,,
DIG-1609-B55-185,,
SUP-1610-B32-434,,
DIG-1611-B37-185,,
DEW-1612-B92-795,,
DIG-1613-B69-185,,
DIG-1614-B50-185,,
ANT-1615-B94-789,,
ANT-1616-B88-789,,
DIG-1617-B21-185,,
DIG-1618-B30-185,,
DEW-1619-B98-795,,
DIG-1620-B57-185,,
SUP-1621-B30-434,,
ANT-1622-B83-295,,
SUP-1623-B72-434,,
DIG-1624-B30-185,,
ANT-1625-B20-295,,
IMM-1626-B18-384,,
ANT-1627-B66-295,,
DIG-1628-B69-185,,
ANT-1629-B21-789,,
TOP-1630-B11-854,,
VIT-1631-B14-285,,
DEW-1632-B95-795,,
SUP-1633-B24-434,,
DIG-1634-B59-185,,
IMM-1635-B60-384,,
IMM-1636-B65-384,,
ANT-1637-B60-789,,
DEW-1638-B64-795,,
VIT-1639-B28-285,,
ANT-1640-B39-789,,
ANT-1641-B98-789,,
VIT-1642-B26-285,,
DIG-1643-B41-185,,
ANT-1644-B41-295,,
VIT-1645-B58-285,,
SUP-1646-B89-434,,
TOP-1647-B76-854,,
SUP-1648-B27-434,,
ANT-1649-B73-295,,
IMM-1650-B15-384,,
TOP-1651-B27-854,,
ANT-1652-B84-789,,
ANT-1653-B80-295,,
SUP-1654-B69-434,,
VIT-1655-B60-285,,
IMM-1656-B70-384,,
SUP-1657-B47-434,,
DEW-1658-B23-795,,
VIT-1659-B27-285,,
SUP-1660-B31-434,,
DIG-1661-B56-185,,
IMM-1662-B76-384,,
ANT-1663-B60-295,,
ANT-1664-B65-789,,
ANT-1665-B55-789,,
SUP-1666-B67-434,,
SUP-1667-B91-434,,
TOP-1668-B73-854,,
DIG-1669-B22-185,,
ANT-1670-B57-295,,
TOP-1671-B89-854,,
DEW-1672-B16-795,,
DEW-1673-B96-795,,
SUP-1674-B84-434,,
DEW-1675-B52-795,,
VIT-1676-B73-285,,
DIG-1677-B72-185,,
ANT-1678-B68-295,,
DEW-1679-B52-795,,
ANT-1680-B23-789,,
DIG-1681-B44-185,,
IMM-1682-B27-384,,
IMM-1683-B13-384,,
ANT-1684-B70-295,,
IMM-1685-B17-384,,
IMM-1686-B56-384,,
DIG-1687-B92-185,,
TOP-1688-B67-854,,
ANT-1689-B47-295,,
DIG-1690-B16-185,,
VIT-1691-B81-285,,
DEW-1692-B49-795,,
SUP-1693-B26-434,,
SUP-1694-B73-434,,
DEW-1695-B94-795,,
DEW-1696-B17-795,,
DIG-1697-B69-185,,
ANT-1698-B82-789,,
SUP-1699-B77-434,,
IMM-1700-B90-384,,
TOP-1701-B69-854,,
ANT-1702-B44-789,,
IMM-1703-B29-384,,
DIG-1704-B64-185,,
ANT-1705-B71-789,,
ANT-1706-B60-295,,
ANT-1707-B25-295,,
TOP-1708-B21-854,,
VIT-1709-B37-285,,
IMM-1710-B81-384,,
DIG-1711-B95-185,,
VIT-1712-B68-285,,
DEW-1713-B46-795,,
VIT-1714-B79-285,,
ANT-1715-B11-789,,
ANT-1716-B40-789,,
DIG-1717-B75-185,,
TOP-1718-B20-854,,
VIT-1719-B55-285,,
ANT-1720-B72-789,,
TOP-1721-B87-854,,
DEW-1722-B25-795,,
SUP-1723-B94-434,,
IMM-1724-B58-384,,
DEW-1725-B28-795,,
TOP-1726-B90-854,,
DEW-1727-B81-795,,
ANT-1728-B84-295,,
SUP-1729-B81-434,,
VIT-1730-B35-285,,
DEW-1731-B78-795,,
IMM-1732-B65-384,,
IMM-1733-B36-384,,
SUP-1734-B35-434,,
SUP-1735-B53-434,,
ANT-1736-B50-295,,
ANT-1737-B67-789,,
TOP-1738-B81-854,,
ANT-1739-B41-789,,
ANT-1740-B83-295,,
TOP-1741-B45-854,,
IMM-1742-B38-384,,
DIG-1743-B66-185,,
ANT-1744-B64-295,,
DEW-1745-B87-795,,
ANT-1746-B11-295,,
SUP-1747-B41-434,,
VIT-1748-B54-285,,
VIT-1749-B49-285,,
ANT-1750-B61-295,,
ANT-1751-B89-789,,
ANT-1752-B95-295,,
IMM-1753-B52-384,,
VIT-1754-B61-285,,
SUP-1755-B83-434,,
DEW-1756-B43-795,,
SUP-1757-B11-434,,
ANT-1758-B42-295,,
VIT-1759-B47-285,,
TOP-1760-B47-854,,
DEW-1761-B66-795,,
ANT-1762-B83-295,,
DIG-1763-B50-185,,
VIT-1764-B19-285,,
TOP-1765-B63-854,,
VIT-1766-B29-285,,
TOP-1767-B49-854,,
DIG-1768-B58-185,,
IMM-1769-B84-384,,
TOP-1770-B90-854,,
TOP-1771-B72-854,,
SUP-1772-B81-434,,
TOP-1773-B82-854,,
VIT-1774-B26-285,,
TOP-1775-B22-854,,
TOP-1776-B41-854,,
IMM-1777-B54-384,,
VIT-1778-B65-285,,
ANT-1779-B26-789,,
ANT-1780-B24-789,,
TOP-1781-B92-854,,
SUP-1782-B20-434,,
IMM-1783-B58-384,,
TOP-1784-B63-854,,
SUP-1785-B16-434,,
VIT-1786-B54-285,,
TOP-1787-B23-854,,
DEW-1788-B80-795,,
SUP-1789-B54-434,,
DEW-1790-B52-795,,
ANT-1791-B88-789,,
VIT-1792-B56-285,,
VIT-1793-B74-285,,
DEW-1794-B55-795,,
ANT-1795-B38-295,,
DEW-1796-B17-795,,
TOP-1797-B54-854,,
DEW-1798-B18-795,,
VIT-1799-B81-285,,
DIG-1800-B73-185,,
DEW-1801-B31-795,,
ANT-1802-B20-789,,
IMM-1803-B62-384,,
ANT-1804-B44-295,,
DIG-1805-B48-185,,
VIT-1806-B53-285,,
TOP-1807-B86-854,,
VIT-1808-B25-285,,
VIT-1809-B50-285,,
ANT-1810-B50-789,,
DIG-1811-B46-185,,
VIT-1812-B31-285,,
DEW-1813-B81-795,,
DIG-1814-B70-185,,
VIT-1815-B31-285,,
ANT-1816-B54-295,,
ANT-1817-B25-789,,
DIG-1818-B70-185,,
IMM-1819-B77-384,,
DIG-1820-B73-185,,
VIT-1821-B32-285,,
VIT-1822-B32-285,,
VIT-1823-B75-285,,
DIG-1824-B55-185,,
SUP-1825-B68-434,,
IMM-1826-B58-384,,
SUP-1827-B57-434,,
ANT-1828-B60-789,,
ANT-1829-B42-789,,
IMM-1830-B33-384,,
DIG-1831-B59-185,,
ANT-1832-B98-789,,
DIG-1833-B65-185,,
ANT-1834-B11-789,,
DIG-1835-B95-185,,
VIT-1836-B22-285,,
VIT-1837-B25-285,,
DEW-1838-B21-795,,
DEW-1839-B15-795,,
TOP-1840-B26-854,,
VIT-1841-B23-285,,
TOP-1842-B49-854,,
DEW-1843-B64-795,,
DIG-1844-B62-185,,
VIT-1845-B47-285,,
IMM-1846-B78-384,,
ANT-1847-B85-789,,
VIT-1848-B25-285,,
SUP-1849-B99-434,,
DEW-1850-B48-795,,
TOP-1851-B95-854,,
DIG-1852-B34-185,,
SUP-1853-B22-434,,
IMM-1854-B59-384,,
DEW-1855-B86-795,,
VIT-1856-B78-285,,
DIG-1857-B56-185,,
TOP-1858-B12-854,,
DIG-1859-B84-185,,
ANT-1860-B88-789,,
ANT-1861-B92-295,,
SUP-1862-B75-434,,
ANT-1863-B77-295,,
TOP-1864-B52-854,,
IMM-1865-B63-384,,
SUP-1866-B80-434,,
VIT-1867-B48-285,,
ANT-1868-B28-295,,
ANT-1869-B39-789,,
DEW-1870-B27-795,,
VIT-1871-B19-285,,
DEW-1872-B21-795,,
SUP-1873-B95-434,,
TOP-1874-B27-854,,
TOP-1875-B72-854,,
IMM-1876-B60-384,,
ANT-1877-B70-295,,
ANT-1878-B51-295,,
ANT-1879-B41-295,,
DEW-1880-B62-795,,
IMM-1881-B13-384,,
DEW-1882-B27-795,,
SUP-1883-B80-434,,
TOP-1884-B45-854,,
IMM-1885-B20-384,,
SUP-1886-B46-434,,
IMM-1887-B45-384,,
TOP-1888-B24-854,,
TOP-1889-B32-854,,
ANT-1890-B68-295,,
DIG-1891-B72-185,,
SUP-1892-B66-434,,
DIG-1893-B51-185,,
DIG-1894-B88-185,,
ANT-1895-B68-789,,
ANT-1896-B87-295,,
DIG-1897-B84-185,,
ANT-1898-B55-789,,
ANT-1899-B76-789,,
DIG-1900-B58-185,,
SUP-1901-B70-434,,
ANT-1902-B80-295,,
DIG-1903-B79-185,,
DIG-1904-B66-185,,
IMM-1905-B10-384,,
DEW-1906-B38-795,,
DIG-1907-B25-185,,
IMM-1908-B96-384,,
ANT-1909-B25-295,,
VIT-1910-B67-285,,
ANT-1911-B88-295,,
DIG-1912-B59-185,,
TOP-1913-B71-854,,
DIG-1914-B52-185,,
ANT-1915-B24-295,,
VIT-1916-B45-285,,
IMM-1917-B63-384,,
DEW-1918-B27-795,,
SUP-1919-B92-434,,
DIG-1920-B82-185,,
DIG-1921-B26-185,,
SUP-1922-B63-434,,
DIG-1923-B89-185,,
SUP-1924-B93-434,,
DEW-1925-B37-795,,
DEW-1926-B22-795,,
DEW-1927-B47-795,,
DIG-1928-B13-185,,
IMM-1929-B28-384,,
ANT-1930-B86-295,,
VIT-1931-B83-285,,
VIT-1932-B57-285,,
ANT-1933-B86-295,,
VIT-1934-B73-285,,
ANT-1935-B20-295,,
SUP-1936-B18-434,,
DIG-1937-B46-185,,
ANT-1938-B54-295,,
DEW-1939-B49-795,,
ANT-1940-B10-789,,
VIT-1941-B31-285,,
DIG-1942-B51-185,,
TOP-1943-B86-854,,
TOP-1944-B52-854,,
TOP-1945-B53-854,,
IMM-1946-B64-384,,
SUP-1947-B28-434,,
IMM-1948-B16-384,,
DIG-1949-B62-185,,
SUP-1950-B68-434,,
ANT-1951-B90-295,,
TOP-1952-B69-854,,
SUP-1953-B83-434,,
ANT-1954-B52-295,,
ANT-1955-B19-295,,
VIT-1956-B15-285,,
ANT-1957-B24-295,,
DEW-1958-B24-795,,
VIT-1959-B45-285,,
DEW-1960-B97-795,,
IMM-1961-B31-384,,
ANT-1962-B45-789,,
IMM-1963-B67-384,,
TOP-1964-B44-854,,
DEW-1965-B10-795,,
ANT-1966-B58-295,,
VIT-1967-B28-285,,
VIT-1968-B72-285,,
ANT-1969-B28-295,,
TOP-1970-B47-854,,
IMM-1971-B60-384,,
DIG-1972-B48-185,,
DIG-1973-B71-185,,
SUP-1974-B19-434,,
DEW-1975-B39-795,,
ANT-1976-B18-295,,
DEW-1977-B21-795,,
DIG-1978-B88-185,,
IMM-1979-B36-384,,
IMM-1980-B66-384,,
SUP-1981-B47-434,,
SUP-1982-B36-434,,
ANT-1983-B96-295,,
DIG-1984-B27-185,,
VIT-1985-B50-285,,
SUP-1986-B81-434,,
DEW-1987-B87-795,,
